Exported by iSMS
Date: 07-Oct-2024
Movie filename: T23_01.sif
FRET pair #7
Dem-Dexc   Aem-Dexc   Aem-Aexc      S         E      
1345.5000	1323.7500	1634.5000	0.6202	0.4959
1175.5000	1354.0000	1742.0000	0.5922	0.5353
1600.7500	1426.0000	1565.7500	0.6591	0.4711
1359.5000	1301.7500	1651.7500	0.6170	0.4891
1397.2500	1277.0000	1664.0000	0.6164	0.4775
1098.5000	1727.2500	1616.7500	0.6361	0.6113
1128.7500	1416.0000	1585.2500	0.6162	0.5564
1260.2500	1567.7500	1682.7500	0.6269	0.5544
1324.2500	1210.7500	1969.5000	0.5628	0.4776
1129.2500	1355.5000	1399.7500	0.6397	0.5455
1099.7500	1608.2500	1911.5000	0.5862	0.5939
1481.0000	1341.0000	2125.0000	0.5704	0.4752
1353.5000	1318.5000	1697.7500	0.6115	0.4935
1391.0000	1495.7500	1852.2500	0.6091	0.5181
1341.5000	1441.5000	1689.0000	0.6223	0.5180
1148.0000	1150.0000	1896.2500	0.5479	0.5004
1166.5000	1132.0000	2060.7500	0.5273	0.4925
1401.7500	1321.5000	1732.2500	0.6112	0.4853
1230.5000	1373.0000	1903.2500	0.5777	0.5274
1207.5000	1160.0000	1888.2500	0.5563	0.4900
1265.7500	1416.2500	1755.7500	0.6044	0.5281
1396.2500	1300.5000	2117.0000	0.5602	0.4822
1212.0000	1208.7500	1760.7500	0.5789	0.4993
1215.5000	1301.0000	1805.5000	0.5823	0.5170
1445.0000	1296.5000	1804.7500	0.6030	0.4729
1286.2500	1303.7500	1820.7500	0.5872	0.5034
1385.5000	1399.5000	1945.0000	0.5888	0.5025
1145.7500	1249.0000	1689.2500	0.5864	0.5216
1412.7500	1162.7500	2097.0000	0.5512	0.4515
1208.2500	1535.2500	1983.5000	0.5804	0.5596
1224.0000	1329.0000	1639.0000	0.6090	0.5206
1082.2500	1298.0000	2104.2500	0.5308	0.5453
1202.5000	1830.2500	1868.5000	0.6188	0.6035
1491.2500	1451.2500	1951.0000	0.6013	0.4932
1401.2500	1260.0000	1486.7500	0.6416	0.4735
1305.7500	1236.2500	1397.2500	0.6453	0.4863
1143.0000	1251.2500	1531.5000	0.6099	0.5226
1198.5000	1172.5000	1929.0000	0.5514	0.4945
1302.5000	1201.5000	2149.7500	0.5381	0.4798
1110.0000	1291.5000	1441.0000	0.6250	0.5378
924.2500	1199.2500	1227.5000	0.6337	0.5648
1119.7500	1130.7500	1915.5000	0.5402	0.5024
1211.7500	1529.5000	1965.0000	0.5825	0.5580
1058.0000	1337.5000	1635.7500	0.5942	0.5583
1289.0000	1314.0000	1553.7500	0.6262	0.5048
1485.5000	1507.2500	1516.5000	0.6637	0.5036
1184.2500	1447.5000	1718.7500	0.6049	0.5500
1140.5000	1245.7500	1782.2500	0.5724	0.5221
1138.5000	1434.2500	1820.7500	0.5856	0.5575
1318.5000	1077.0000	1831.5000	0.5667	0.4496
1071.5000	1089.0000	2097.5000	0.5074	0.5040
1451.7500	1216.2500	1987.5000	0.5731	0.4559
1157.2500	1898.2500	1943.5000	0.6112	0.6213
1509.5000	1427.7500	1899.5000	0.6073	0.4861
1191.2500	1372.0000	1995.5000	0.5623	0.5353
1242.7500	1614.0000	2069.7500	0.5799	0.5650
1235.0000	1350.7500	2214.0000	0.5387	0.5224
1645.2500	1456.2500	2004.2500	0.6075	0.4695
1219.7500	1612.2500	1832.7500	0.6071	0.5693
1397.2500	1194.0000	1686.7500	0.6057	0.4608
1347.2500	1584.2500	1803.7500	0.6191	0.5404
1315.7500	1587.7500	1853.2500	0.6104	0.5468
1240.5000	1199.2500	2311.7500	0.5135	0.4915
1279.0000	1404.7500	1552.2500	0.6336	0.5234
1092.5000	1521.2500	2013.2500	0.5649	0.5820
1438.7500	1638.7500	1654.2500	0.6504	0.5325
1210.5000	1054.5000	1884.5000	0.5458	0.4656
1211.2500	1149.5000	1972.0000	0.5449	0.4869
1285.5000	1330.7500	1772.0000	0.5962	0.5086
1179.7500	904.0000	898.5000	0.6987	0.4338
1338.0000	807.5000	813.7500	0.7250	0.3764
1247.2500	708.5000	1034.0000	0.6542	0.3623
1151.5000	822.5000	1024.5000	0.6583	0.4167
1187.7500	843.0000	964.5000	0.6780	0.4151
1223.0000	735.0000	707.0000	0.7347	0.3754
1230.5000	622.2500	900.0000	0.6731	0.3359
980.7500	766.7500	713.0000	0.7102	0.4388
1430.5000	606.2500	821.7500	0.7125	0.2977
1349.7500	537.2500	877.0000	0.6827	0.2847
1211.7500	846.0000	984.7500	0.6763	0.4111
1186.2500	668.0000	703.2500	0.7250	0.3603
1236.2500	639.2500	759.7500	0.7117	0.3408
1340.0000	749.5000	969.5000	0.6831	0.3587
1108.7500	754.5000	982.2500	0.6548	0.4049
1144.7500	433.0000	1040.2500	0.6027	0.2744
